Classe,Relacao,Classe,Identificador
plate,in,hand,9076884001
cake,on,table,9076884001
tie,on,man,9076884001
man,behind,woman,9076884001
tie,on,man,9076884001
necklace,on,woman,9076884001
cat,on,oven,81520375
cat,on,floor,81520375
cat,exploring,oven,81520375
cat,looking at,cat,81520375
cat,has,fur,81520375
oven,on,floor,81520375
cat,in,oven,81520375
cat,looking at,cat,81520375
cat,laying in,oven,81520375
cat,has,fur,81520375
pot,on,stove,81520375
pot,by,tray,81520375
counter,to the right of,oven,81520375
counter,on,floor,81520375
rack,in,oven,81520375
rack,over,cat,81520375
dough,on,tray,81520375
dough,by,pot,81520375
tray,on,oven,81520375
kettle,behind,pot,81520375
kettle,on,stove,81520375
kettle,next to,tray,81520375
kettle,has,handle,81520375
cutting board,on,counter,81520375
snow,under,snowboard,4210041294
snow,under,sky,4210041294
hat,on,person,4210041294
snowboard,in,snow,4210041294
sign,has,writing,4210041294
sign,above,snow,4210041294
sign,on,snow,4210041294
person,wearing,hat,4210041294
person,has,hat,4210041294
pole,in,snow,4210041294
pole,under,sky,4210041294
person,next to,snowboard,4210041294
person,on,snow,4210041294
person,wearing,jacket,4210041294
person,has,snowboard,4210041294
person,under,sky,4210041294
sky,over,snow,4210041294
sky,over,snowboard,4210041294
sky,over,pole,4210041294
letters,on,sign,4210041294
person,on,snow,4210041294
person,wearing,pants,4210041294
person,on,skiis,4210041294
person,holding,poles,4210041294
person,wearing,jacket,4210041294
person,under,sky,4210041294
man,behind,sun lounger,9414636394
man,holds,sun lounger,9414636394
man,on,dirt,9414636394
camper,has,windows,9414636394
camper,in,dirt,9414636394
camper,is above,hill,9414636394
windows,have,blinds,9414636394
boat,behind,man,9414636394
boat,is on,hill,9414636394
boat,on,dirt,9414636394
boat,is next to,boat,9414636394
bin,on,roadway,9414636394
bin,in,dirt,9414636394
roadway,in,dirt,9414636394
bushes,behind,boats,9414636394
boats,on,dirt,9414636394
boats,above,sun lounger,9414636394
umbrella,over,sun lounger,9414636394
umbrella,in,dirt,9414636394
sun lounger,above,dirt,9414636394
sun lounger,is next to,sun lounger,9414636394
boat,is next to,boat,9414636394
boat,is on,hill,9414636394
boat,is on,hill,9414636394
trash barrel,is above,hill,9414636394
luggage,on,cart,5425825721
luggage,next to,luggage,5425825721
luggage,on,floor,5425825721
luggage,on,floor,5425825721
luggage,on,cart,5425825721
luggage,on,cart,5425825721
cart,on,floor,5425825721
man,pushing,cart,5425825721
man,next to,luggage,5425825721
man,next to,collum,5425825721
table,on,floor,5425825721
table,under,plant,5425825721
plant,near,luggage,5425825721
plant,on,tabel,5425825721
plant,is in,planter,5425825721
lampshade,on,chandelier,5425825721
chandelier,on,roof,5425825721
chandelier,above,table,5425825721
design,on,roof,5425825721
tree,on,floor,5425825721
tree,beside,collum,5425825721
sign,near,sign,2382751079
sign,on,post,2382751079
sign,has,graffiti,2382751079
sign,attached to,pole,2382751079
sign,on,pole,2382751079
sign,on top of,pole,2382751079
pole,attached to,sign,2382751079
post,has,sign,2382751079
post,next to,sign,2382751079
awning,has,writing,2382751079
awning,above,woman,2382751079
stickers,on,sign,2382751079
stickers,on,sign,2382751079
pole,has,sign,2382751079
car,beside,pole,2382751079
plate,on,trunk,2382751079
trunk,on,car,2382751079
tail light,on,car,2382751079
tail light,beside,trunk,2382751079
window,on,car,2382751079
letters,on,plate,2382751079
fireworks,in,sky,5905205994
man,holds,antenna,5905205994
man,wears,shirt,5905205994
man,watches,fireworks,5905205994
man,below,sky,5905205994
man,holding,controller,5905205994
man,holds,controller,5905205994
man,in front of,man,5905205994
antenna,attached to,controller,5905205994
tree,below,sky,5905205994
tree,below,fireworks,5905205994
controller,has,antenna,5905205994
screen,on,computer,5905205994
phone,under,fireworks,5905205994
man,wearing,glasses,5905205994
chord,under,controller,5905205994
woman,wearing,earing,5905205994
woman,holding,phone,5905205994
smoke,under,fireworks,5905205994
smoke,beside,tree,5905205994
smoke,in,sky,5905205994
the tracks,are beside the,trees,8735436371
the railroad car,is leading,the train,8735436371
the railroad car,is on,the tracks,8735436371
the railroad car,has,lights,8735436371
the railroad car,has,windshield,8735436371
the railroad car,is beside,trees,8735436371
the train,is behind,the railroad car,8735436371
the train,is on,the tracks,8735436371
the sign,is attched to,the little post,8735436371
the sign,is in front of,trees,8735436371
train,on,tracks,8735436371
train,running on,tracks,8735436371
train,on top of,tracks,8735436371
train,carrying,cargo,8735436371
train,pulling,cargo,8735436371
tracks,below,train,8735436371
tracks,beneath,train,8735436371
cargo,behind,train,8735436371
engine,has,lights,8735436371
bench,on,tiles,7148695051
bench,above,tiles,7148695051
bench,on top of,tiles,7148695051
bench,built on top of,tiles,7148695051
bench,in front of,mountains,7148695051
tiles,below,bench,7148695051
tiles,near,shrubs,7148695051
tiles,under,bench,7148695051
tiles,beside,grass,7148695051
mountains,in,background,7148695051
mountains,in front of,bench,7148695051
sky,above,mountains,7148695051
trees,in front of,bench,7148695051
shrubs,in front of,bench,7148695051
shrubs,in front of,tiles,7148695051
sky,is above,mountains,7148695051
building,has,windows,7148695051
power line,is below,bench,7148695051
woman,has,cellphone,5592463982
woman,has,backpack,5592463982
woman,has,shirt,5592463982
woman,has,pants,5592463982
woman,in front of,garbage can,5592463982
woman,has,hair,5592463982
woman,wearing,backpack,5592463982
woman,wearing,blouse,5592463982
shirt,has,fringe,5592463982
garbage can,behind,tree,5592463982
garbage can,behind,woman,5592463982
garbage can,next to,tree,5592463982
hair,on,woman,5592463982
blouse,on,woman,5592463982
walk sign,on,pole,5592463982
pole,on,sidewalk 1,5592463982
pole,over,sidewalk 1,5592463982
street,next to,sidewalk 1,5592463982
street,has,crosswalk,5592463982
tree,next to,crosswalk,5592463982
motorcycle,parked on,street,5592463982
man,has,coat,4196865083
man,has,pants,4196865083
man,next to,post,4196865083
man,next to,canopy,4196865083
man,on,snow,4196865083
post,has,lights,4196865083
flag,on,post,4196865083
flag,in front of,snowboards,4196865083
flag,near,lights,4196865083
canopy,ias,words,4196865083
canopy,above,snow,4196865083
trees,on,slope,4196865083
snowboards,in front of,tent,4196865083
snowboard,on,snow,4196865083
sky,above,flag,4196865083
sky,above,man,4196865083
sky,above,canopy,4196865083
sky,above,slope,4196865083
sky,above,trees,4196865083
sky,above,snow,4196865083
sky,above,tent,4196865083
cloud,in,sky,4196865083
hand,above,bench,8399094687
girl,on,bench,8399094687
girl,above,bench,8399094687
girl,above,sand,8399094687
bench,below,hand,8399094687
bench,below,girl,8399094687
bench,above,shoes,8399094687
rv,above,bench,8399094687
rv,behind,girl,8399094687
rv,behind,bench,8399094687
rv,behind,hand,8399094687
rv,in front of,car,8399094687
house,behind,car,8399094687
house,above,car,8399094687
car,in front of,house,8399094687
car,below,house,8399094687
shoes,below,socks,8399094687
shoes,below,bench,8399094687
shoes,in front of,rv,8399094687
socks,above,shoes,8399094687
girl,wearing,jacket,8399094687
girl,wearing,hat,8399094687
girl,above,sand,8399094687
hat,above,jacket,8399094687
hat,over,jacket,8399094687
jacket,under,hat,8399094687
jacket,below,hat,8399094687
jacket,beneath,hat,8399094687
jacket,above,sand,8399094687
woman,wearing,hat,4219398252
woman,wearing,apron,4219398252
woman,is wearing,shirt,4219398252
woman,has,mouth,4219398252
woman,has,eyebrows,4219398252
woman,wearing,shirt,4219398252
woman,behind,banana,4219398252
woman,behind,peanut butter,4219398252
woman,behind,nutella,4219398252
woman,has,hair,4219398252
hat,on top of,woman,4219398252
banana,in front of,woman,4219398252
shirt,is on,woman,4219398252
shirt,on,woman,4219398252
mouth,is on,woman,4219398252
eyebrows,on,woman,4219398252
nutella,next to,peanut butter,4219398252
nutella,near,peanut butter,4219398252
peanut butter,next to,nutella,4219398252
eggs,in,carton,4219398252
hand,near,knife,4219398252
cannister,on,table,4219398252
cannister,has,lid,4219398252
chair,behind,table,4219398252
apples,on,plate,4219398252
people,on,sidewalk,4471509359
sign,next to,sign,4471509359
sign,above,ground,4471509359
clock,above,ground,4471509359
shoe,above,road,4471509359
building,above,road,4471509359
sign,above,booth,4471509359
light,on,pole,4471509359
window,on,building,4471509359
words,on,building,4471509359
sign,above,ground,4471509359
ground,below,sign,4471509359
ground,below,sign,4471509359
car,above,road,4471509359
sign,above,ground,4471509359
shoe,on,backdrop,4471509359
laces,on,shoe,4471509359
word,on,backdrop,4471509359
stars,on,backdrop,4471509359
stars,above,shoe,4471509359
logo,on,shoe,4471509359
horse,grazing on,grass,321785477
horse,behind,wires,321785477
horse,has,nose,321785477
horse,has,hooves,321785477
horse,standing on,grass,321785477
horse,standing behind,wires,321785477
wires,held on by,poles,321785477
fence,blocking,horses,321785477
mountains,have,snow,321785477
mountains,in,background,321785477
mountains,are above,grass,321785477
background,has,mountains,321785477
sky,above,mountains,321785477
horses,behind,fence,321785477
trees,are in front of,mountains,321785477
clouds,are above,mountains,321785477
colt,is behind,fence,321785477
herd,is behind,horses,321785477
herd,is in,pasture,321785477
dead tree,is behind,refrigerator,122328047
refrigerator,in front of,house,122328047
refrigerator,is beside,sidewalk,122328047
refrigerator,is before,dead tree,122328047
refrigerator,sitting on,dirt,122328047
house,is above,dead grass,122328047
house,behind,refrigerator,122328047
sidewalk,is behind,refrigerator,122328047
dirt,is under,refrigerator,122328047
box,is under,foam container,122328047
box,is above,bottle,122328047
foam container,is above,box,122328047
ice maker,is left of,box,122328047
ice maker,is beside,box,122328047
bottle,is above,cans,122328047
dead bush,is under,dead tree,122328047
dead bush,is behind,refrigerator,122328047
dead bush,is on,dead grass,122328047
dead bush,is behind,sidewalk,122328047
window,is on,house,122328047
sky,is above,house,122328047
sky,is above,roof,122328047
cloud,is in,sky,122328047
patio,is on,roof,122328047
vent,is on,roof,122328047
pillow,on,bed,3040852253
pillow,on top of,bed,3040852253
phone,on,desk,3040852253
desk,beside,bed,3040852253
desk,on,wall,3040852253
book,on,bed,3040852253
book,on top of,bed,3040852253
book,lying on,bed,3040852253
book,on,blanket,3040852253
bed,has,pillow,3040852253
bed,has,folder,3040852253
bed,has,booklet,3040852253
bed,has,remote control,3040852253
bed,on,wall,3040852253
lights,above,desk,3040852253
lights,to right of,bed frame,3040852253
lights,on,wall,3040852253
remote control,on,bed,3040852253
remote control,on,blanket,3040852253
carpet,under,desk,3040852253
folder,on,blanket,3040852253
blanket,on,bed,3040852253
brochures,on,desk,3040852253
book mark,on,blanket,3040852253
man,has,bag,5225581605
man,holding,newspaper,5225581605
man,walking on,platform,5225581605
man,has,phone,5225581605
man,wearing,bag,5225581605
man,holds,bag,5225581605
man,holds,newspaper,5225581605
man,on,platform,5225581605
man,wearing,jeans,5225581605
bag,on,man,5225581605
bag,with,man,5225581605
sign,by,tracks,5225581605
sign,over,platform,5225581605
train,on,tracks,5225581605
platform,by,tracks,5225581605
platform,has,man,5225581605
platform,has,train,5225581605
line,on,platform,5225581605
woman,on,platform,5225581605
sign,above,woman,5225581605
writing,on,sign,5225581605
sunglasses,on,shirt,5225581605
man,has,glass,9449145978
man,behind,woman,9449145978
man,behind,table,9449145978
glass,on,table,9449145978
woman,behind,chair,9449145978
woman,leans on,table,9449145978
woman,on,chair,9449145978
woman,in front of,table,9449145978
woman,is across from,man,9449145978
woman,is next to,man,9449145978
chair,in front of,man,9449145978
chair,in front of,woman,9449145978
chair,in front of,table,9449145978
table,in front of,man,9449145978
table,behind,woman,9449145978
man,has,glasses,9449145978
man,is next to,man,9449145978
light,above,table,9449145978
napkin,on,table,9449145978
goblet,on,table,9449145978
woman,is across from,man,9449145978
woman,is next to,table,9449145978
man,is next to,table,9449145978
man,is next to,napkin,9449145978
purse,is next to,woman,9449145978
benches,in front of,bushes,7787775240
benches,near,bushes,7787775240
benches,near,woman,7787775240
woman,sitting on,benches,7787775240
woman,wearing,jacket,7787775240
bushes,under,tree,7787775240
bushes,near,benches,7787775240
tree,behind,woman,7787775240
jacket,on,woman,7787775240
trashcan,near,benches,7787775240
trashcan,near,bushes,7787775240
trashcan,taller than,benches,7787775240
trashcan,under,tree,7787775240
grass,under,sky,7787775240
people,on,grass,7787775240
chair,next to,table,9251197588
chair,opposite of,microwave,9251197588
table,in front of,shelves,9251197588
table,has,chair,9251197588
shelves,behind,table,9251197588
fishtank,next to,shelves,9251197588
fishtank,behind,table,9251197588
microwave,above,stove,9251197588
microwave,under,cabinets,9251197588
microwave,behind,counter,9251197588
stove,under,microwave,9251197588
cabinets,have,handles,9251197588
handles,on,cabinets,9251197588
books,on,refrigerator,9251197588
refrigerator,next to,stove,9251197588
floor,under,chair,9251197588
floor,under,table,9251197588
floor,under,fishtank,9251197588
decoration,on,table,9251197588
counter,in front of,cabinets,9251197588
woman,on,motorcycle,9653931989
woman,wearing,helmet,9653931989
woman,wearing,jacket,9653931989
woman,wearing,gloves,9653931989
woman,wearing,shorts,9653931989
woman,has,hair,9653931989
woman,sitting on,motorcycle,9653931989
woman,riding,motorcycle,9653931989
motorcycle,has,wheel,9653931989
motorcycle,has,headlight,9653931989
motorcycle,carrying,woman,9653931989
motorcycle,carries,woman,9653931989
star,on,helmet,9653931989
jacket,on,woman,9653931989
gloves,on,woman,9653931989
stars,on,shorts,9653931989
boy,has,shirt,9653931989
boy,behind,motorcycle,9653931989
woman,beside,woman,4151866555
woman,with,glass,4151866555
woman,has,hair,4151866555
woman,near,shelf,4151866555
woman,has,eyes,4151866555
woman,near,woman,4151866555
woman,standing near,woman,4151866555
woman,holding,glass,4151866555
camera,in,hand,4151866555
hand,holding,camera,4151866555
glass,in,hand,4151866555
glass,in,hand,4151866555
wine,on,rack,4151866555
rack,above,rack,4151866555
racks,behind,women,4151866555
racks,on,wall,4151866555
picture,on,wall,4151866555
flowers,in,vase,4151866555
flowers,next to,picture,4151866555
vase,near,wall,4151866555
vase,on,shelf,4151866555
shelf,on,wall,4151866555
bicycle,next to,bicycle,836566385
bicycle,next to,garage,836566385
bicycle,behind,bicycle,836566385
bicycle,touching,bicycle,836566385
bicycle,has,seat,836566385
bicycle,newer than,bicycle,836566385
bicycle,has,handle,836566385
bicycle,above,ground,836566385
bicycle,in front of,bicycle,836566385
bicycle,above,ground,836566385
garage,above,ground,836566385
bicycles,next to,garage,836566385
hose,on,ground,836566385
hose,next to,garage,836566385
hose,beside,garage,836566385
ground,has,rocks,836566385
seat,on,bicycle,836566385
handle,on,bicycle,836566385
chair,on,garage,836566385
chair,above,bicycle,836566385
chair,above,ground,836566385
rocks,next to,garage,836566385
rocks,behind,bicycle,836566385
man,wearing,scarf,8819913836
man,wearing,jeans,8819913836
man,wearing,jacket,8819913836
man,below,opening,8819913836
man,has,hair,8819913836
man,has,beard,8819913836
jacket,over,shirt,8819913836
lamp,above,man,8819913836
shirt,is over,pants,8819913836
train,on top of,tracks,8819913836
train,on,tracks,8819913836
train,stopped on,tracks,8819913836
train,parked on,tracks,8819913836
tracks,below,train,8819913836
tracks,underneath,train,8819913836
opening,above,man,8819913836
logo,near,man,8819913836
woman,holding,bag,8819913836
cake,has,icing,8072487493
cake,has,decorations,8072487493
cake,is under,decorations,8072487493
cake,beside,food,8072487493
icing,is under,decorations,8072487493
decorations,is on,icing,8072487493
decorations,is on,cake,8072487493
woman,wearing,glasses,8072487493
woman,behind,plate,8072487493
woman,wearing,necklace,8072487493
cup,on,table,8072487493
cup,behind,food,8072487493
table,under,cake,8072487493
table,below,cake,8072487493
table,beneath,cake,8072487493
table,beneath,tray,8072487493
table,under,tray,8072487493
leaf,on,cup,8072487493
plate,on,tray,8072487493
tray,under,plate,8072487493
tray,below,plate,8072487493
tray,beneath,plate,8072487493
food,on,plate,8072487493
wall,behind,woman,8072487493
woman,has,helmet,4378068245
woman,has,goggles,4378068245
woman,has,coat,4378068245
woman,has,glove,4378068245
woman,has,skis,4378068245
woman,next to,woman,4378068245
woman,wears,goggles,4378068245
woman,wearing,gloves,4378068245
woman,wearing,jacket,4378068245
woman,wearing,scarf,4378068245
woman,carrying,skis,4378068245
goggles,on,helmet,4378068245
goggles,on top of,woman,4378068245
woman,has,coat,4378068245
coat,behind,coat,4378068245
scarf,wrapped around,woman,4378068245
seat,behind,woman,4378068245
seat,behind,woman,4378068245
seat,behind,man,4378068245
man,holds,skis,4378068245
man,has,coat,4378068245
skis,in front of,seat,4378068245
coat,behind,skis,4378068245
coat,in front of,seat,4378068245
coat,behind,woman,4378068245
fence,is behind,bench,9733935946
fence,is behind,cat 1,9733935946
fence,is behind,cat 2,9733935946
fence,behind,cat 2,9733935946
fence,behind,cat 1,9733935946
cat 1,is in front of,cat 2,9733935946
cat 1,is on,sidewalk,9733935946
cat 1,has,eyes,9733935946
cat 1,beside,cat 2,9733935946
cat 2,is in front of,fence,9733935946
cat 2,is on,sidewalk,9733935946
cat 2,beside,bench,9733935946
bench,has,slats,9733935946
bench,is in front of,fence,9733935946
bench,is on,sidewalk,9733935946
bench,has,armrest,9733935946
slats,on,bench,9733935946
wall,is behind,fence,9733935946
armrest,on side of,bench,9733935946
sign,is in,window,9733935946
window,is behind,fence,9733935946
weed,is in front of,sidewalk,9733935946
cigarette butt,is in front of,sidewalk,9733935946
eyes,on,cat 1,9733935946
helmet,below,light,8705931842
helmet,on,bike,8705931842
helmet,on,seat,8705931842
helmet,under,light,8705931842
helmet,on,motorcycle,8705931842
light,near,helmet,8705931842
light,above,helmet,8705931842
light,besides,bike,8705931842
tire,to right of,helmet,8705931842
tire,to right of,light,8705931842
tire,on,bike,8705931842
sign,on,bike,8705931842
bottle,on,bike,8705931842
bottle,below,helmet,8705931842
motorcycle,has,box,8705931842
box,behind,motorcycle,8705931842
box,attached to,motorcycle,8705931842
bicycle,next to,pole,228449286
sign,on,pole,228449286
woman,carries,umbrella,228449286
woman,wearing,pants,228449286
woman,next to,man,228449286
woman,under,umbrella,228449286
woman,holding,umbrella,228449286
woman,holds,umbrella,228449286
umbrella,covering,woman,228449286
umbrella,above,woman,228449286
umbrella,next to,umbrella,228449286
man,carries,umbrella,228449286
man,wearing,coat,228449286
man,wearing,hat,228449286
man,walking near,woman,228449286
man,holding,umbrella,228449286
umbrella,next to,umbrella,228449286
clothes,in,window,228449286
light,in,window,228449286
sign,outside,window,228449286
car,behind,car,228449286
car,behind,car,228449286
candles,on,shelves,8452832135
candles,on,sconces,8452832135
plant,next to,candles,8452832135
plant,in,pot,8452832135
plant,in front of,books,8452832135
books,next to,plant,8452832135
label,on,shelf,8452832135
clock,on,shelf,8452832135
clock,between,books,8452832135
desk,in front of,shelves,8452832135
bookend,on,desk,8452832135
books,on,table,8452832135
leaves,on,shelves,8452832135
plant,on,shelf,8452832135
plant,has,leaves,8452832135
train,on,shelf,8452832135
clock,on,shelf,8452832135
nutcracker,on,shelf,8452832135
birdcage,on,shelf,8452832135
carousel,on,shelf,8452832135
clock,on,shelf,8452832135
oil lamp,on,shelf,8452832135
box,on,shelf,8452832135
cloth sign,is under,trees,6316210614
cloth sign,is in front of,trees,6316210614
sign,has,letters,6316210614
woman 1,is left of,cloth sign,6316210614
boots,are under,coat 1,6316210614
jeans,are below,silver jacket,6316210614
woman,next to,woman,6316210614
woman,besides,woman,6316210614
woman,wearing,jacket,6316210614
woman,has,hair,6316210614
woman,under,sky,6316210614
woman,next to,man,6316210614
woman,besides,man,6316210614
man,next to,sign,6316210614
man,standing besides,sign,6316210614
pole,in front of,building,6316210614
man,on,surfboard1,5467019550
man,has,hair,5467019550
surfboard1,near,surfboard2,5467019550
surfboard1,on,sand,5467019550
woman,on,surfboard2,5467019550
surfboard2,on,sand,5467019550
sand,near,water,5467019550
water,below,sky,5467019550
water,has,people,5467019550
water,near,sand,5467019550
sky,below,sand,5467019550
sky,has,cloud,5467019550
sky,contains,cloud,5467019550
sky,contains,clouds,5467019550
sky,on top of,water,5467019550
people,in,water,5467019550
people,playing in,water,5467019550
people,on,water,5467019550
people,playing games in,water,5467019550
sailboat,in,water,5467019550
cone,on,sand,5467019550
cone,near,water,5467019550
cone,near,man,5467019550
clouds,in,sky,5467019550
clouds,above,water,5467019550
clouds,above,sailboat,5467019550
clouds,above,sand,5467019550
cloud,in,sky,5467019550
car,in front of,bus,9951556393
bus,has,wheel,9951556393
bus,in,street,9951556393
bus,in front of,car,9951556393
car,behind,bus,9951556393
post,has,lamp,9951556393
tree,in front of,car,9951556393
sign,next to,post,9951556393
sign,to the left of,bus,9951556393
artwork,on,bus,9951556393
windows,on,bus,9951556393
windows,above,artwork,9951556393
writing,on,bus,9951556393
sky,above,bus,9951556393
sky,above,car,9951556393
sky,above,tree,9951556393
sky,above,street,9951556393
sky,above,building,9951556393
sky,above,lamp,9951556393
sky,above,post,9951556393
man,has,beer,9677717021
man,has,hair,9677717021
man,in front of,sign,9677717021
man,wearing,sweater,9677717021
man,in front of,food,9677717021
beer,near,wine,9677717021
beer,near,food,9677717021
beer,in,glass,9677717021
beer,near,coaster,9677717021
wine,near,food,9677717021
wine,near,coaster,9677717021
food,near,man,9677717021
water,near,beer,9677717021
water,near,water,9677717021
utensil,near,water,9677717021
sign,behind,man,9677717021
sign,in the back of the,man,9677717021
sweater,on,man,9677717021
glass,has,beer,9677717021
water,near,man,9677717021
water,near,wine,9677717021
water,near,beer,9677717021
water,near,food,9677717021
water,on,coaster,9677717021
plate,near,coaster,9677717021
bus,has,windshield,8708268587
bus,has,lights,8708268587
bus,on,ground,8708268587
windshield,on,bus,8708268587
lights,on,bus,8708268587
reflection,on,windshield,8708268587
driver,in,bus,8708268587
driver,driving,bus,8708268587
licensplate,on,bus,8708268587
tire,on,bus,8708268587
sky,above,ground,8708268587
tree,on,ground,8708268587
signs,beside,ground,8708268587
signs,to the right of,bus,8708268587
words,on,bus,8708268587
display,on,bus,8708268587
display,above,windshield,8708268587
streetlight,beside,fence,8708268587
streetlight,beside,ground,8708268587
sign,has,text,6004035755
bag,has,handle,6004035755
bag,has,wheels,6004035755
bag,on,sidewalk,6004035755
bag,with,man,6004035755
man,wearing,jacket,6004035755
man,pulling,luggage bag,6004035755
man,holding onto,handle,6004035755
man,holding onto,sign,6004035755
man,wearing,shorts,6004035755
man,holding,sign,6004035755
man,wearing,sandals,6004035755
man,wearing,socks,6004035755
man,holding,sign,6004035755
luggage bag,has,handle,6004035755
man,wearing,shoes,6004035755
batter,holding,bat,7694584902
batter,on,baseball field,7694584902
batter,in,baseball stadium,7694584902
batter,wearing,uniform,7694584902
batter,wearing,helmet,7694584902
batter,wearing,socks,7694584902
batter,wearing,shoes,7694584902
batter,lifting,leg,7694584902
batter,has,leg,7694584902
batter,has,shoes,7694584902
batter,has,bat,7694584902
batter,has,socks,7694584902
batter,in front of,spectators,7694584902
batter,in front of,team,7694584902
batter,in front of,dug out,7694584902
bat,in front of,fence,7694584902
uniform,on,batter,7694584902
helmet,on,batter,7694584902
helmet,has,rim,7694584902
helmet,in front of,fence,7694584902
socks,on,batter,7694584902
shoes,on,batter,7694584902
team,in,dug out,7694584902
team,behind,batter,7694584902
dug out,behind,batter,7694584902
spectators,watch,batter,7694584902
fence,in front of,dug out,7694584902
fence,in front of,team,7694584902
fence,in front of,spectators,7694584902
clocks,on,wall,3317392680
man,on,chair,3317392680
man,at,desk,3317392680
sign,on,wall,3317392680
banner,says,seiko,3317392680
banner,beside,clock,3317392680
banner,above,desk,3317392680
banner,has,symbol,3317392680
lamp,on,desk,3317392680
lamp,beside,display,3317392680
desk,has,glass,3317392680
desk,under,calculator,3317392680
desk,under,lamp,3317392680
tape,on,desk,3317392680
calculator,on,desk,3317392680
signs,on,glass,3317392680
bag,on,wall,3317392680
petometers,on,display,3317392680
petometers,on,hook,3317392680
sticker,on,clock,3317392680
clock,above,desk,3317392680
clock,above,display,3317392680
woman,has,umbrella,5109490488
woman,on,street,5109490488
woman,under,umbrella,5109490488
man,has,jacket,5109490488
man,on,street,5109490488
man,next to,woman,5109490488
man,next to,manhole,5109490488
man,on,sidewalk,5109490488
man,carrying,bag,5109490488
street,under,man,5109490488
street,under,woman,5109490488
suv,ahead of,car,5109490488
tire,on,suv,5109490488
coat,on,man,5109490488
man,under,umbrella,5109490488
woman,has,purse,5109490488
manhole,in,street,5109490488
umbrella,has,stars,5109490488
sidewalk,next to,manhole,5109490488
purse,on,woman,5109490488
woman,carrying,umbrella,5109490488
car,is behind,suv,5109490488
door,on,bathroom,6180837721
door,under,sky,6180837721
window,on,door,6180837721
bathroom,has,door,6180837721
bathroom,near,man,6180837721
bathroom,under,sky,6180837721
man,near,bathroom,6180837721
man,near,statue,6180837721
man,on,bench,6180837721
man,wearing,jacket,6180837721
man,wearing,glasses,6180837721
man,under,sky,6180837721
bench,near,bathroom,6180837721
bench,near,statue,6180837721
shoes,under,sky,6180837721
sky,over,bathroom,6180837721
sky,over,statue,6180837721
sky,over,door,6180837721
sky,over,window,6180837721
sky,over,shoes,6180837721
sky,over,bench,6180837721
man,leaning on,fire hydrant,697404480
man,wearing,gloves,697404480
man,wearing,boots,697404480
fire hydrant,next to,road,697404480
stool,behind,man,697404480
woman,next to,fire hydrant,697404480
woman,wearing,hat,697404480
woman,has,arms,697404480
woman,wearing,shoes,697404480
hat,over,shoes,697404480
sign,on,building,697404480
sign,next to,sign,697404480
building,behind,man,697404480
building,has,door,697404480
man,in,building,697404480
man,behind,man,697404480
sign,above,man,697404480
sign,above,man,697404480
sign,on,building,697404480
sign,next to,sign,697404480
fan,behind,man,697404480
fan,next to,man,697404480
shirt,has,logo,697404480
sign,on,building,697404480
arms,over,shoes,697404480
door,has,sign,697404480
door,behind,man,697404480
teddy bear,on,chair,3035775096
teddy bear,wearing,tie,3035775096
teddy bear,wearing,glasses,3035775096
teddy bear,sitting on,chair,3035775096
teddy bear,in front of,laptop,3035775096
teddy bear,in,chair,3035775096
teddy bear,has,nose,3035775096
teddy bear,has,ears,3035775096
teddy bear,has,fur,3035775096
laptop,on,chair,3035775096
laptop,has,screen,3035775096
laptop,beside,wall,3035775096
nose,under,glasses,3035775096
keyboard,on,laptop,3035775096
wall,beside,chair,3035775096
wall,beside,teddy bear,3035775096
man,in,court,3071211638
man,holding,racket,3071211638
man,wearing,shoes,3071211638
man,wearing,jacket,3071211638
man,wearing,shorts,3071211638
man,over,court,3071211638
man,above,court,3071211638
court,under,net,3071211638
court,beneath,net,3071211638
court,below,crowd,3071211638
net,over,court,3071211638
net,across,court,3071211638
net,above,court,3071211638
net,next to,man,3071211638
timer,on,sign,3071211638
clock,next to,timer,3071211638
awning,over,steps,3071211638
man,under,awning,3071211638
man,wearing,jacket,3071211638
man,in front of,bleachers,3071211638
man,wearing,shirt,3071211638
man,next to,net,3071211638
man,wearing,jacket,3071211638
man,wearing,pants,3071211638
sign,on,net,3071211638
crowd,above,court,3071211638
woman,with,shirt,3071211638
child,cutting,food,8362262825
child,holding,knife,8362262825
child,wearing,jeans,8362262825
child,wearing,shirt,8362262825
child,wearing,necklace,8362262825
child,has,hair,8362262825
child,beside,table,8362262825
child,next to,man,8362262825
man,on,chair,8362262825
plates,on,table,8362262825
table,beside,child,8362262825
eggs,on,carton,8362262825
woman,in,street,8362262825
food,on,plate,8362262825
motorcycle,in,street,8362262825
motorcycle,has,tire,8362262825
windows,on,car,8362262825
man,next to,child,8362262825
woman,wears,dress,8362262825
dress,has,spots,8362262825
man,holding,umbrella,8847337741
man,wearing,jeans,8847337741
woman,holding,umbrella,8847337741
woman,wearing,jeans,8847337741
woman,wearing,shirt,8847337741
woman,in front of,fountain,8847337741
woman,holding,umbrella,8847337741
building,behind,fountain,8847337741
umbrella,by,building,8847337741
trash can,in front of,building,8847337741
man,in front of,building,8847337741
man,holding,umbrella,8847337741
man,wearing,jeans,8847337741
man,wearing,shirt,8847337741
awning,outside,store,8847337741
number,on,wall,8847337741
window,has,logo,8847337741
bag,in,window,8847337741
boy,carries,umbrella,8847337741
boy,wears,shirt,8847337741
cars,in,street,8847337741
fence,around,fountain,8847337741
